"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","inline-table","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href","flaggenrahmen src 3"
"64","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Darwin Núñez","https://www.transfermarkt.us/darwin-nunez/profil/spieler/546543","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","https://www.transfermarkt.us/ud-almeria/startseite/verein/3302/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3302.png?lm=1408654801","UD Almería","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga SmartBank","https://www.transfermarkt.us/laliga2/transfers/wettbewerb/ES2/saison_id/2019","€15.25m","https://www.transfermarkt.us/jumplist/transfers/spieler/546543/transfer_id/2626527",""
"65","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Riccardo Orsolini","https://www.transfermarkt.us/riccardo-orsolini/profil/spieler/368482","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/fc-bologna/startseite/verein/1025/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1025.png?lm=1626441324","Bologna","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€15.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/368482/transfer_id/2514642",""
"66","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Lucas Ocampos","https://www.transfermarkt.us/lucas-ocampos/profil/spieler/189441","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/fc-sevilla/startseite/verein/368/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/368.png?lm=1408655455","Sevilla FC","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€15.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/189441/transfer_id/2536655","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569"
"67","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","M'Baye Niang","https://www.transfermarkt.us/mbaye-niang/profil/spieler/157501","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569","https://www.transfermarkt.us/fc-stade-rennes/startseite/verein/273/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/273.png?lm=1408779098","Rennes","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€15.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/157501/transfer_id/2490046","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
"68","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Moussa Diaby","https://www.transfermarkt.us/moussa-diaby/profil/spieler/395516","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/bayer-04-leverkusen/startseite/verein/15/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/15.png?lm=1651221781","B. Leverkusen","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€15.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/395516/transfer_id/2508019","https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569"
"69","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Alexander Isak","https://www.transfermarkt.us/alexander-isak/profil/spieler/349066","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569","https://www.transfermarkt.us/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/681.png?lm=1614795530","Real Sociedad","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€15.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/349066/transfer_id/2505894","https://tmssl.akamaized.net/images/flagge/verysmall/46.png?lm=1520611569"
"70","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Maxi Gómez","https://www.transfermarkt.us/maxi-gomez/profil/spieler/396894","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","https://www.transfermarkt.us/fc-valencia/startseite/verein/1049/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1049.png?lm=1406966320","Valencia","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€14.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/396894/transfer_id/2555018",""
"71","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Darío Benedetto","https://www.transfermarkt.us/dario-benedetto/profil/spieler/92693","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/olympique-marseille/startseite/verein/244/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/244.png?lm=1485642163","Marseille","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€14.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/92693/transfer_id/2590960","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569"
"72","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Henry Onyekuru","https://www.transfermarkt.us/henry-onyekuru/profil/spieler/380415","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569","https://www.transfermarkt.us/as-monaco/startseite/verein/162/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/162.png?lm=1654781919","Monaco","https://tmssl.akamaized.net/images/flagge/verysmall/113.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€13.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/380415/transfer_id/2603476",""
"73","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Christopher Nkunku","https://www.transfermarkt.us/christopher-nkunku/profil/spieler/344381","Second Striker","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/rasenballsport-leipzig/startseite/verein/23826/saison_id/2019","","RB Leipzig","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€13.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/344381/transfer_id/2562964","https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569"
"74","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Luuk de Jong","https://www.transfermarkt.us/luuk-de-jong/profil/spieler/72522","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","https://www.transfermarkt.us/fc-sevilla/startseite/verein/368/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/368.png?lm=1408655455","Sevilla FC","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€12.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/72522/transfer_id/2532218",""
"75","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Isaac Mbenza","https://www.transfermarkt.us/isaac-mbenza/profil/spieler/260806","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","https://www.transfermarkt.us/huddersfield-town/startseite/verein/1110/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1110.png?lm=1567439677","Huddersfield","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€12.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/260806/transfer_id/2546021","https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569"
"76","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Duván Zapata","https://www.transfermarkt.us/duvan-zapata/profil/spieler/73794","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569","https://www.transfermarkt.us/atalanta-bergamo/startseite/verein/800/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/800.png?lm=1438547428","Atalanta BC","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/73794/transfer_id/2762477",""
"77","https://img.a.transfermarkt.technology/portrait/medium/199258-1660297353.jpg?lm=1","Andrea Petagna","https://www.transfermarkt.us/andrea-petagna/profil/spieler/199258","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/spal/startseite/verein/2722/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2722.png?lm=1626441491","SPAL","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/199258/transfer_id/2467008",""
"78","https://img.a.transfermarkt.technology/portrait/medium/321070-1662966175.jpg?lm=1","Hannes Wolf","https://www.transfermarkt.us/hannes-wolf/profil/spieler/321070","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","https://www.transfermarkt.us/rasenballsport-leipzig/startseite/verein/23826/saison_id/2019","","RB Leipzig","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/321070/transfer_id/2379451",""
"79","https://img.a.transfermarkt.technology/portrait/medium/96828-1596184084.jpg?lm=1","Simone Zaza","https://www.transfermarkt.us/simone-zaza/profil/spieler/96828","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/fc-turin/startseite/verein/416/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/416.png?lm=1438548174","Torino","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/96828/transfer_id/2228808",""
"80","https://img.a.transfermarkt.technology/portrait/medium/139396-1655449843.jpg?lm=1","Bruma","https://www.transfermarkt.us/bruma/profil/spieler/139396","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/psv-eindhoven/startseite/verein/383/saison_id/2019","","PSV Eindhoven","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","Eredivisie","https://www.transfermarkt.us/eredivisie/transfers/wettbewerb/NL1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/139396/transfer_id/2527728","https://tmssl.akamaized.net/images/flagge/verysmall/60.png?lm=1520611569"
"81","https://img.a.transfermarkt.technology/portrait/medium/145866-1657201338.jpg?lm=1","Munas Dabbur","https://www.transfermarkt.us/munas-dabbur/profil/spieler/145866","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/74.png?lm=1520611569","https://www.transfermarkt.us/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/533.png?lm=1675591766","TSG Hoffenheim","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/145866/transfer_id/2748379",""
"82","https://img.a.transfermarkt.technology/portrait/medium/62121-1681407481.jpg?lm=1","Odion Ighalo","https://www.transfermarkt.us/odion-ighalo/profil/spieler/62121","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569","https://www.transfermarkt.us/manchester-united/startseite/verein/985/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/985.png?lm=1457975903","Man Utd","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/62121/transfer_id/2782595","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"83","https://img.a.transfermarkt.technology/portrait/medium/384060-1640776127.jpg?lm=1","Tino Kadewere","https://www.transfermarkt.us/tino-kadewere/profil/spieler/384060","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/187.png?lm=1520611569","https://www.transfermarkt.us/olympique-lyon/startseite/verein/1041/saison_id/2019","","Olympique Lyon","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/384060/transfer_id/2769309",""
"84","https://img.a.transfermarkt.technology/portrait/medium/149716-1669800161.png?lm=1","Ivan Cavaleiro","https://www.transfermarkt.us/ivan-cavaleiro/profil/spieler/149716","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/fc-fulham/startseite/verein/931/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/931.png?lm=1556831687","Fulham","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€11.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/149716/transfer_id/2748647","https://tmssl.akamaized.net/images/flagge/verysmall/6.png?lm=1520611569"
"85","https://img.a.transfermarkt.technology/portrait/medium/626724-1682673083.jpg?lm=1","João Pedro","https://www.transfermarkt.us/joao-pedro/profil/spieler/626724","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/fc-watford/startseite/verein/1010/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1010.png?lm=1468103673","Watford","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€11.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/626724/transfer_id/2295869",""
"86","https://img.a.transfermarkt.technology/portrait/medium/195906-1664876569.png?lm=1","Albian Ajeti","https://www.transfermarkt.us/albian-ajeti/profil/spieler/195906","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569","https://www.transfermarkt.us/west-ham-united/startseite/verein/379/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/379.png?lm=1464675260","West Ham","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€11.30m","https://www.transfermarkt.us/jumplist/transfers/spieler/195906/transfer_id/2596400","https://tmssl.akamaized.net/images/flagge/verysmall/3.png?lm=1520611569"
"87","https://img.a.transfermarkt.technology/portrait/medium/346890-1661531711.png?lm=1","Noah Okafor","https://www.transfermarkt.us/noah-okafor/profil/spieler/346890","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569","https://www.transfermarkt.us/red-bull-salzburg/startseite/verein/409/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/409.png?lm=1557737354","RB Salzburg","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/A1/saison_id/2019","€11.20m","https://www.transfermarkt.us/jumplist/transfers/spieler/346890/transfer_id/2781261","https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569"
"88","https://img.a.transfermarkt.technology/portrait/medium/291422-1643638003.jpg?lm=1","Lys Mousset","https://www.transfermarkt.us/lys-mousset/profil/spieler/291422","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/sheffield-united/startseite/verein/350/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/350.png?lm=1409254138","Sheff Utd","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€11.10m","https://www.transfermarkt.us/jumplist/transfers/spieler/291422/transfer_id/2567653","https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569"
"89","https://img.a.transfermarkt.technology/portrait/medium/432895-1668696996.jpg?lm=1","Pedro","https://www.transfermarkt.us/pedro/profil/spieler/432895","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/ac-florenz/startseite/verein/430/saison_id/2019","","Fiorentina","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€11.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/432895/transfer_id/2631242",""
"90","https://img.a.transfermarkt.technology/portrait/medium/237662-1669288888.jpg?lm=1","Breel Embolo","https://www.transfermarkt.us/breel-embolo/profil/spieler/237662","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569","https://www.transfermarkt.us/borussia-monchengladbach/startseite/verein/18/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/18.png?lm=1656585796","Bor. M'gladbach","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€11.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/237662/transfer_id/2527872","https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569"
"91","https://img.a.transfermarkt.technology/portrait/medium/559794-1675697186.jpg?lm=1","Jack Clarke","https://www.transfermarkt.us/jack-clarke/profil/spieler/559794","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/tottenham-hotspur/startseite/verein/148/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/148.png?lm=1544345801","Tottenham","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€11.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/559794/transfer_id/2532942",""
"92","https://img.a.transfermarkt.technology/portrait/medium/487465-1607089608.jpg?lm=1","Pedro Neto","https://www.transfermarkt.us/pedro-neto/profil/spieler/487465","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/lazio-rom/startseite/verein/398/saison_id/2019","","Lazio","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€11.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/487465/transfer_id/1901549",""
"93","https://img.a.transfermarkt.technology/portrait/medium/134602-1617369617.png?lm=1","Zé Luís","https://www.transfermarkt.us/ze-luis/profil/spieler/134602","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/32.png?lm=1520611569","https://www.transfermarkt.us/fc-porto/startseite/verein/720/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/720.png?lm=1486310161","FC Porto","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","Liga NOS","https://www.transfermarkt.us/liga-nos/transfers/wettbewerb/PO1/saison_id/2019","€10.75m","https://www.transfermarkt.us/jumplist/transfers/spieler/134602/transfer_id/2533427","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569"
"94","https://img.a.transfermarkt.technology/portrait/medium/182201-1660658893.jpg?lm=1","Ally Samatta","https://www.transfermarkt.us/ally-samatta/profil/spieler/182201","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/166.png?lm=1520611569","https://www.transfermarkt.us/aston-villa/startseite/verein/405/saison_id/2019","","Aston Villa","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€10.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/182201/transfer_id/2766514",""
"95","https://img.a.transfermarkt.technology/portrait/medium/376211-1632346333.png?lm=1","Matías Vargas","https://www.transfermarkt.us/matias-vargas/profil/spieler/376211","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/espanyol-barcelona/startseite/verein/714/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/714.png?lm=1406966369","Espanyol","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€10.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/376211/transfer_id/2555272",""
"96","https://img.a.transfermarkt.technology/portrait/medium/465818-1646496779.jpg?lm=1","Brian Rodríguez","https://www.transfermarkt.us/brian-rodriguez/profil/spieler/465818","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","https://www.transfermarkt.us/los-angeles-fc/startseite/verein/51828/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/51828.png?lm=1511112738","LAFC","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","MLS","https://www.transfermarkt.us/major-league-soccer/transfers/wettbewerb/MLS1/saison_id/2019","€10.45m","https://www.transfermarkt.us/jumplist/transfers/spieler/465818/transfer_id/2596125",""
"97","https://img.a.transfermarkt.technology/portrait/medium/112930-1569940742.jpg?lm=1","Benito Raman","https://www.transfermarkt.us/benito-raman/profil/spieler/112930","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","https://www.transfermarkt.us/fc-schalke-04/startseite/verein/33/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/33.png?lm=1656580846","FC Schalke 04","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/112930/transfer_id/2539874",""
"98","https://img.a.transfermarkt.technology/portrait/medium/399543-1662015046.jpg?lm=1","Rémi Oudin","https://www.transfermarkt.us/remi-oudin/profil/spieler/399543","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/fc-girondins-bordeaux/startseite/verein/40/saison_id/2019","","G. Bordeaux","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/399543/transfer_id/2759407",""
"99","https://img.a.transfermarkt.technology/portrait/medium/53360-1520417169.jpg?lm=1","Jay Rodríguez","https://www.transfermarkt.us/jay-rodriguez/profil/spieler/53360","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/fc-burnley/startseite/verein/1132/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1132.png?lm=1587809239","Burnley","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/53360/transfer_id/3176886","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569"
"100","https://img.a.transfermarkt.technology/portrait/medium/99353-1669365520.jpg?lm=1","Portu","https://www.transfermarkt.us/portu/profil/spieler/99353","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/681.png?lm=1614795530","Real Sociedad","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/99353/transfer_id/2513203",""
"101","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mahmoud Trezeguet","https://www.transfermarkt.us/mahmoud-trezeguet/profil/spieler/234189","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/2.png?lm=1520611569","https://www.transfermarkt.us/aston-villa/startseite/verein/405/saison_id/2019","","Aston Villa","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/234189/transfer_id/2571975",""
"102","https://img.a.transfermarkt.technology/portrait/medium/370846-1574781500.jpg?lm=1","Timothy Weah","https://www.transfermarkt.us/timothy-weah/profil/spieler/370846","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","https://www.transfermarkt.us/losc-lille/startseite/verein/1082/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1082.png?lm=1529521041","LOSC Lille","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/370846/transfer_id/2529828","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
