"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","inline-table","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href","flaggenrahmen src 3"
"64","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Shoya Nakajima","https://www.transfermarkt.us/shoya-nakajima/profil/spieler/188911","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/77.png?lm=1520611569","https://www.transfermarkt.us/fc-porto/startseite/verein/720/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/720.png?lm=1486310161","FC Porto","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","Liga NOS","https://www.transfermarkt.us/liga-nos/transfers/wettbewerb/PO1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/188911/transfer_id/2540636",""
"65","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Grzegorz Krychowiak","https://www.transfermarkt.us/grzegorz-krychowiak/profil/spieler/45184","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","https://www.transfermarkt.us/lokomotiv-moskau/startseite/verein/932/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/932.png?lm=1486195738","Loko Moscow","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/45184/transfer_id/2476099",""
"66","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Xaver Schlager","https://www.transfermarkt.us/xaver-schlager/profil/spieler/223979","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","https://www.transfermarkt.us/vfl-wolfsburg/startseite/verein/82/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/82.png?lm=1503060755","VfL Wolfsburg","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/223979/transfer_id/2524562",""
"67","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Rémy Cabella","https://www.transfermarkt.us/remy-cabella/profil/spieler/113707","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/fk-krasnodar/startseite/verein/16704/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/16704.png?lm=1499524238","Krasnodar","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/113707/transfer_id/2573787","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"68","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marvelous Nakamba","https://www.transfermarkt.us/marvelous-nakamba/profil/spieler/324882","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/187.png?lm=1520611569","https://www.transfermarkt.us/aston-villa/startseite/verein/405/saison_id/2019","","Aston Villa","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/324882/transfer_id/2584706",""
"69","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Alex Kral","https://www.transfermarkt.us/alex-kral/profil/spieler/337333","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/172.png?lm=1520611569","https://www.transfermarkt.us/spartak-moskau/startseite/verein/232/saison_id/2019","","Spartak Moscow","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/337333/transfer_id/2629703","https://tmssl.akamaized.net/images/flagge/verysmall/154.png?lm=1520611569"
"70","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Óliver Torres","https://www.transfermarkt.us/oliver-torres/profil/spieler/214775","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/fc-sevilla/startseite/verein/368/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/368.png?lm=1408655455","Sevilla FC","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€11.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/214775/transfer_id/2556647",""
"71","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Luciano Vietto","https://www.transfermarkt.us/luciano-vietto/profil/spieler/214316","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/sporting-lissabon/startseite/verein/336/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/336.png?lm=1621513752","Sporting CP","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","Liga NOS","https://www.transfermarkt.us/liga-nos/transfers/wettbewerb/PO1/saison_id/2019","€11.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/214316/transfer_id/2475876","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"72","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Rodolfo Pizarro","https://www.transfermarkt.us/rodolfo-pizarro/profil/spieler/234918","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","https://www.transfermarkt.us/inter-miami-cf/startseite/verein/69261/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/69261.png?lm=1573561237","Miami","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","MLS","https://www.transfermarkt.us/major-league-soccer/transfers/wettbewerb/MLS1/saison_id/2019","€10.91m","https://www.transfermarkt.us/jumplist/transfers/spieler/234918/transfer_id/2799088",""
"73","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Diego Demme","https://www.transfermarkt.us/diego-demme/profil/spieler/82070","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/ssc-neapel/startseite/verein/6195/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/6195.png?lm=1437135876","SSC Napoli","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€10.25m","https://www.transfermarkt.us/jumplist/transfers/spieler/82070/transfer_id/2754475","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"74","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Robert Skov","https://www.transfermarkt.us/robert-skov/profil/spieler/270393","Right Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569","https://www.transfermarkt.us/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/533.png?lm=1675591766","TSG Hoffenheim","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/270393/transfer_id/2577388",""
"75","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Santiago Ascacíbar","https://www.transfermarkt.us/santiago-ascacibar/profil/spieler/423436","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/hertha-bsc/startseite/verein/44/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/44.png?lm=1656580875","Hertha BSC","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/423436/transfer_id/2740415",""
"76","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Josh Brownhill","https://www.transfermarkt.us/josh-brownhill/profil/spieler/293569","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/fc-burnley/startseite/verein/1132/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1132.png?lm=1587809239","Burnley","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/293569/transfer_id/2780126",""
"77","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Hannibal","https://www.transfermarkt.us/hannibal/profil/spieler/607224","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/173.png?lm=1520611569","https://www.transfermarkt.us/manchester-united-u18/startseite/verein/5242/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/5242.png?lm=1457975903","Man Utd U18","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","U18 Premier League","https://www.transfermarkt.us/u18-premier-league/transfers/wettbewerb/GB18/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/607224/transfer_id/2601504","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
"78","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Fernando","https://www.transfermarkt.us/fernando/profil/spieler/105456","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/beijing-sinobo-guoan/startseite/verein/3176/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3176.png?lm=1645957360","BJ Guoan","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","Super League","https://www.transfermarkt.us/chinese-super-league/transfers/wettbewerb/CSL/saison_id/2019","€9.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/105456/transfer_id/2822614",""
"79","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Fabian Delph","https://www.transfermarkt.us/fabian-delph/profil/spieler/50362","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/fc-everton/startseite/verein/29/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/29.png?lm=1445949846","Everton","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€9.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/50362/transfer_id/2558265","https://tmssl.akamaized.net/images/flagge/verysmall/61.png?lm=1520611569"
"80","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Téji Savanier","https://www.transfermarkt.us/teji-savanier/profil/spieler/127156","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/montpellier-hsc/startseite/verein/969/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/969.png?lm=1459072367","Montpellier","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€9.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/127156/transfer_id/2529846","https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569"
"81","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mateus Uribe","https://www.transfermarkt.us/mateus-uribe/profil/spieler/214538","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569","https://www.transfermarkt.us/fc-porto/startseite/verein/720/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/720.png?lm=1486310161","FC Porto","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","Liga NOS","https://www.transfermarkt.us/liga-nos/transfers/wettbewerb/PO1/saison_id/2019","€9.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/214538/transfer_id/2589373",""
"82","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","André Carrillo","https://www.transfermarkt.us/andre-carrillo/profil/spieler/135057","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/133.png?lm=1520611569","https://www.transfermarkt.us/al-hilal-riad/startseite/verein/1114/saison_id/2019","","Al-Hilal SFC","https://tmssl.akamaized.net/images/flagge/verysmall/146.png?lm=1520611569","Saudi Pro League","https://www.transfermarkt.us/saudi-professional-league/transfers/wettbewerb/SA1/saison_id/2019","€9.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/135057/transfer_id/2570792","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569"
"83","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Nadiem Amiri","https://www.transfermarkt.us/nadiem-amiri/profil/spieler/232454","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/bayer-04-leverkusen/startseite/verein/15/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/15.png?lm=1651221781","B. Leverkusen","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€9.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/232454/transfer_id/2581905","https://tmssl.akamaized.net/images/flagge/verysmall/1.png?lm=1520611569"
"84","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Tonny Vilhena","https://www.transfermarkt.us/tonny-vilhena/profil/spieler/182581","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","https://www.transfermarkt.us/fk-krasnodar/startseite/verein/16704/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/16704.png?lm=1499524238","Krasnodar","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€9.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/182581/transfer_id/2515938","https://tmssl.akamaized.net/images/flagge/verysmall/6.png?lm=1520611569"
"85","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Flavien Tait","https://www.transfermarkt.us/flavien-tait/profil/spieler/202278","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/fc-stade-rennes/startseite/verein/273/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/273.png?lm=1408779098","Rennes","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€9.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/202278/transfer_id/2545914",""
"86","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Bobby De Cordova-Reid","https://www.transfermarkt.us/bobby-de-cordova-reid/profil/spieler/186186","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569","https://www.transfermarkt.us/fc-fulham/startseite/verein/931/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/931.png?lm=1556831687","Fulham","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€8.90m","https://www.transfermarkt.us/jumplist/transfers/spieler/186186/transfer_id/2772382","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569"
"87","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Bruno Jordão","https://www.transfermarkt.us/bruno-jordao/profil/spieler/415646","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/wolverhampton-wanderers/startseite/verein/543/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/543.png?lm=1467496784","Wolves","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€8.90m","https://www.transfermarkt.us/jumplist/transfers/spieler/415646/transfer_id/2587126",""
"88","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Rade Krunic","https://www.transfermarkt.us/rade-krunic/profil/spieler/259953","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/24.png?lm=1569523290","https://www.transfermarkt.us/ac-mailand/startseite/verein/5/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/5.png?lm=1605166627","AC Milan","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€8.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/259953/transfer_id/2544944",""
"89","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Dominik Kohr","https://www.transfermarkt.us/dominik-kohr/profil/spieler/118847","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/eintracht-frankfurt/startseite/verein/24/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/24.png?lm=1403806187","E. Frankfurt","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€8.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/118847/transfer_id/2535927",""
"90","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Nicolás Domínguez","https://www.transfermarkt.us/nicolas-dominguez/profil/spieler/497291","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/fc-bologna/startseite/verein/1025/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1025.png?lm=1626441324","Bologna","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€8.48m","https://www.transfermarkt.us/jumplist/transfers/spieler/497291/transfer_id/2628034","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"91","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Krystian Bielik","https://www.transfermarkt.us/krystian-bielik/profil/spieler/287247","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","https://www.transfermarkt.us/derby-county/startseite/verein/22/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/22.png?lm=1407654006","Derby","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€8.20m","https://www.transfermarkt.us/jumplist/transfers/spieler/287247/transfer_id/2586433",""
"92","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Roberto Soriano","https://www.transfermarkt.us/roberto-soriano/profil/spieler/63186","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/fc-bologna/startseite/verein/1025/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1025.png?lm=1626441324","Bologna","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€8.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/63186/transfer_id/2497185","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525"
"93","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Michaël Cuisance","https://www.transfermarkt.us/michael-cuisance/profil/spieler/344600","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/fc-bayern-munchen/startseite/verein/27/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/27.png?lm=1498251238","Bayern Munich","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€8.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/344600/transfer_id/2610487",""
"94","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ludovic Blas","https://www.transfermarkt.us/ludovic-blas/profil/spieler/288225","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/fc-nantes/startseite/verein/995/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/995.png?lm=1581355747","FC Nantes","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€8.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/288225/transfer_id/2632283","https://tmssl.akamaized.net/images/flagge/verysmall/207.png?lm=1520611569"
"95","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ivan Sunjic","https://www.transfermarkt.us/ivan-sunjic/profil/spieler/226097","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569","https://www.transfermarkt.us/birmingham-city/startseite/verein/337/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/337.png?lm=1672321276","Birmingham","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€8.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/226097/transfer_id/2576616",""
"96","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Han-Noah Massengo","https://www.transfermarkt.us/han-noah-massengo/profil/spieler/536508","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/bristol-city/startseite/verein/698/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/698.png?lm=1571314125","Bristol City","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€8.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/536508/transfer_id/2591591","https://tmssl.akamaized.net/images/flagge/verysmall/85.png?lm=1520611569"
"97","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jean Lucas","https://www.transfermarkt.us/jean-lucas/profil/spieler/578872","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/olympique-lyon/startseite/verein/1041/saison_id/2019","","Olympique Lyon","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€8.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/578872/transfer_id/2522366",""
"98","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Edimilson Fernandes","https://www.transfermarkt.us/edimilson-fernandes/profil/spieler/247555","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569","https://www.transfermarkt.us/1-fsv-mainz-05/startseite/verein/39/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/39.png?lm=1564748880","1.FSV Mainz 05","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€7.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/247555/transfer_id/2493809","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569"
"99","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Pedro Obiang","https://www.transfermarkt.us/pedro-obiang/profil/spieler/101213","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/8.png?lm=1520611569","https://www.transfermarkt.us/us-sassuolo/startseite/verein/6574/saison_id/2019","","Sassuolo","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€7.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/101213/transfer_id/2573544","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569"
