"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","inline-table","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href","flaggenrahmen src 3"
"127","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ivan Perisic","https://www.transfermarkt.us/ivan-perisic/profil/spieler/42460","Left Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569","https://www.transfermarkt.us/fc-bayern-munchen/startseite/verein/27/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/27.png?lm=1498251238","Bayern Munich","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/42460/transfer_id/2604393",""
"128","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Luan","https://www.transfermarkt.us/luan/profil/spieler/313106","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/corinthians-sao-paulo/startseite/verein/199/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/199.png?lm=1649430398","Corinthians","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/313106/transfer_id/2724897",""
"129","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Moisés","https://www.transfermarkt.us/moises/profil/spieler/128822","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/shandong-taishan/startseite/verein/3182/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3182.png?lm=1645957966","SD Luneng","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","Super League","https://www.transfermarkt.us/chinese-super-league/transfers/wettbewerb/CSL/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/128822/transfer_id/2567848",""
"130","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Pep Biel","https://www.transfermarkt.us/pep-biel/profil/spieler/263804","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/fc-kopenhagen/startseite/verein/190/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/190.png?lm=1518117389","FC Copenhagen","https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569","Superligaen Championship round","https://www.transfermarkt.us/superligaen-meisterrunde/transfers/wettbewerb/DKMR/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/263804/transfer_id/2586229",""
"131","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gonzalo Villar","https://www.transfermarkt.us/gonzalo-villar/profil/spieler/398163","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/as-rom/startseite/verein/12/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/12.png?lm=1533302889","AS Roma","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/398163/transfer_id/2778691",""
"132","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Enzo Barrenechea","https://www.transfermarkt.us/enzo-barrenechea/profil/spieler/671915","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/juventus-turin-u19/startseite/verein/11008/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/11008.png?lm=1594291455","Juventus U19","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Primavera 1","https://www.transfermarkt.us/primavera-1/transfers/wettbewerb/IJ1/saison_id/2019","€4.87m","https://www.transfermarkt.us/jumplist/transfers/spieler/671915/transfer_id/2781104",""
"133","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ianis Hagi","https://www.transfermarkt.us/ianis-hagi/profil/spieler/282076","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/140.png?lm=1520611569","https://www.transfermarkt.us/krc-genk/startseite/verein/1184/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1184.png?lm=1464899410","KRC Genk","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€4.70m","https://www.transfermarkt.us/jumplist/transfers/spieler/282076/transfer_id/2552178",""
"134","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gastón Pereiro","https://www.transfermarkt.us/gaston-pereiro/profil/spieler/264116","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","https://www.transfermarkt.us/cagliari-calcio/startseite/verein/1390/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1390.png?lm=1626441409","Cagliari Calcio","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€4.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/264116/transfer_id/2781443",""
"135","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gedson Fernandes","https://www.transfermarkt.us/gedson-fernandes/profil/spieler/337800","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/tottenham-hotspur/startseite/verein/148/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/148.png?lm=1544345801","Tottenham","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/337800/transfer_id/2758843","https://tmssl.akamaized.net/images/flagge/verysmall/145.png?lm=1520611569"
"136","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Tomas Soucek","https://www.transfermarkt.us/tomas-soucek/profil/spieler/283628","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/172.png?lm=1520611569","https://www.transfermarkt.us/west-ham-united/startseite/verein/379/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/379.png?lm=1464675260","West Ham","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/283628/transfer_id/2777811",""
"137","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Fernando","https://www.transfermarkt.us/fernando/profil/spieler/51174","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/fc-sevilla/startseite/verein/368/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/368.png?lm=1408655455","Sevilla FC","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€4.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/51174/transfer_id/2552284","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569"
"138","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Lucien Agoumé","https://www.transfermarkt.us/lucien-agoume/profil/spieler/569384","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/inter-mailand/startseite/verein/46/saison_id/2019","","Inter","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€4.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/569384/transfer_id/2539931","https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569"
"139","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Juan Pablo Vigón","https://www.transfermarkt.us/juan-pablo-vigon/profil/spieler/234227","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","https://www.transfermarkt.us/unam-pumas/startseite/verein/7633/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/7633.png?lm=1421002359","UNAM Pumas","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€4.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/234227/transfer_id/2498016",""
"140","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Pol Fernández","https://www.transfermarkt.us/pol-fernandez/profil/spieler/220647","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/cd-cruz-azul/startseite/verein/3711/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3711.png?lm=1682067872","CD Cruz Azul","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€4.43m","https://www.transfermarkt.us/jumplist/transfers/spieler/220647/transfer_id/2511692",""
"141","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ángelo Araos","https://www.transfermarkt.us/angelo-araos/profil/spieler/403148","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/33.png?lm=1520611569","https://www.transfermarkt.us/corinthians-sao-paulo/startseite/verein/199/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/199.png?lm=1649430398","Corinthians","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","€4.10m","https://www.transfermarkt.us/jumplist/transfers/spieler/403148/transfer_id/2202384",""
"142","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gastón Giménez","https://www.transfermarkt.us/gaston-gimenez/profil/spieler/216758","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/132.png?lm=1520611569","https://www.transfermarkt.us/chicago-fire-fc/startseite/verein/432/saison_id/2019","","Chicago","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","MLS","https://www.transfermarkt.us/major-league-soccer/transfers/wettbewerb/MLS1/saison_id/2019","€4.09m","https://www.transfermarkt.us/jumplist/transfers/spieler/216758/transfer_id/2810993","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569"
"143","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Guido Rodríguez","https://www.transfermarkt.us/guido-rodriguez/profil/spieler/342385","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/real-betis-sevilla/startseite/verein/150/saison_id/2019","","Real Betis","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/342385/transfer_id/2758321","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"144","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Alessandro Murgia","https://www.transfermarkt.us/alessandro-murgia/profil/spieler/289061","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/spal/startseite/verein/2722/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2722.png?lm=1626441491","SPAL","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/289061/transfer_id/2551491",""
"145","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jonas Martin","https://www.transfermarkt.us/jonas-martin/profil/spieler/127142","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/fc-stade-rennes/startseite/verein/273/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/273.png?lm=1408779098","Rennes","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/127142/transfer_id/2632068",""
"146","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Manu García","https://www.transfermarkt.us/manu-garcia/profil/spieler/277118","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/sporting-gijon/startseite/verein/2448/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2448.png?lm=1407484803","Sporting Gijón","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga SmartBank","https://www.transfermarkt.us/laliga2/transfers/wettbewerb/ES2/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/277118/transfer_id/2565786",""
"147","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Birger Verstraete","https://www.transfermarkt.us/birger-verstraete/profil/spieler/234193","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","https://www.transfermarkt.us/1-fc-koln/startseite/verein/3/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3.png?lm=1656580823","1. FC Köln","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/234193/transfer_id/2511346",""
"148","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Edu Expósito","https://www.transfermarkt.us/edu-exposito/profil/spieler/506248","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/sd-eibar/startseite/verein/1533/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1533.png?lm=1601985991","SD Eibar","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/506248/transfer_id/2553864",""
"149","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Nicolae Stanciu","https://www.transfermarkt.us/nicolae-stanciu/profil/spieler/148372","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/140.png?lm=1520611569","https://www.transfermarkt.us/sk-slavia-prag/startseite/verein/62/saison_id/2019","","Slavia Prague","https://tmssl.akamaized.net/images/flagge/verysmall/172.png?lm=1520611569","Fortuna Liga","https://www.transfermarkt.us/fortuna-liga/transfers/wettbewerb/TS1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/148372/transfer_id/2538047",""
"150","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Sebastian Rode","https://www.transfermarkt.us/sebastian-rode/profil/spieler/44466","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/eintracht-frankfurt/startseite/verein/24/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/24.png?lm=1403806187","E. Frankfurt","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/44466/transfer_id/2576717",""
"151","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mubarak Wakaso","https://www.transfermarkt.us/mubarak-wakaso/profil/spieler/45639","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/54.png?lm=1520611569","https://www.transfermarkt.us/jiangsu-fc/startseite/verein/22219/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/22219.png?lm=1487022091","JS Suning","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","Super League","https://www.transfermarkt.us/chinese-super-league/transfers/wettbewerb/CSL/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/45639/transfer_id/2764252",""
"152","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Lamine Fomba","https://www.transfermarkt.us/lamine-fomba/profil/spieler/391376","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/nimes-olympique/startseite/verein/1160/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1160.png?lm=1526910377","Nîmes Olympique","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/391376/transfer_id/2615671","https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569"
"153","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Lucas Romero","https://www.transfermarkt.us/lucas-romero/profil/spieler/242201","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/club-atletico-independiente/startseite/verein/1234/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1234.png?lm=1489920510","Independiente","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","Superliga","https://www.transfermarkt.us/superliga/transfers/wettbewerb/AR1N/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/242201/transfer_id/2587372",""
"154","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Anderson Niangbo","https://www.transfermarkt.us/anderson-niangbo/profil/spieler/294814","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569","https://www.transfermarkt.us/kaa-gent/startseite/verein/157/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/157.png?lm=1660723687","KAA Gent","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/294814/transfer_id/2758884",""
"155","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Hicham Boudaoui","https://www.transfermarkt.us/hicham-boudaoui/profil/spieler/560593","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569","https://www.transfermarkt.us/ogc-nizza/startseite/verein/417/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/417.png?lm=1408779490","OGC Nice","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/560593/transfer_id/2631264",""
"156","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Pawel Jaroszynski","https://www.transfermarkt.us/pawel-jaroszynski/profil/spieler/287600","Left Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","https://www.transfermarkt.us/genua-cfc/startseite/verein/252/saison_id/2019","","Genoa","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/287600/transfer_id/2519168",""
"157","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ben Osborn","https://www.transfermarkt.us/ben-osborn/profil/spieler/218087","Left Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/sheffield-united/startseite/verein/350/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/350.png?lm=1409254138","Sheff Utd","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€3.90m","https://www.transfermarkt.us/jumplist/transfers/spieler/218087/transfer_id/2575573",""
"158","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mathias Jensen","https://www.transfermarkt.us/mathias-jensen/profil/spieler/319859","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569","https://www.transfermarkt.us/fc-brentford/startseite/verein/1148/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1148.png?lm=1625150543","Brentford","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€3.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/319859/transfer_id/2548731",""
"159","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Danijel Aleksic","https://www.transfermarkt.us/danijel-aleksic/profil/spieler/48119","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569","https://www.transfermarkt.us/al-ahli-dschidda/startseite/verein/18487/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/18487.png?lm=1407562631","Al-Ahli SFC","https://tmssl.akamaized.net/images/flagge/verysmall/146.png?lm=1520611569","Saudi Pro League","https://www.transfermarkt.us/saudi-professional-league/transfers/wettbewerb/SA1/saison_id/2019","€3.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/48119/transfer_id/2547037",""
"160","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Kasey Palmer","https://www.transfermarkt.us/kasey-palmer/profil/spieler/258216","Attacking Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569","https://www.transfermarkt.us/bristol-city/startseite/verein/698/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/698.png?lm=1571314125","Bristol City","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€3.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/258216/transfer_id/2585281","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569"
"161","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jaromir Zmrhal","https://www.transfermarkt.us/jaromir-zmrhal/profil/spieler/235413","Left Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/172.png?lm=1520611569","https://www.transfermarkt.us/brescia-calcio/startseite/verein/19/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/19.png?lm=1511961167","Brescia","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€3.75m","https://www.transfermarkt.us/jumplist/transfers/spieler/235413/transfer_id/2593088",""
"162","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Sofyan Amrabat","https://www.transfermarkt.us/sofyan-amrabat/profil/spieler/287579","Defensive Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569","https://www.transfermarkt.us/hellas-verona/startseite/verein/276/saison_id/2019","","Hellas Verona","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€3.65m","https://www.transfermarkt.us/jumplist/transfers/spieler/287579/transfer_id/2781152","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569"
"163","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gonzalo Melero","https://www.transfermarkt.us/gonzalo-melero/profil/spieler/162056","Central Midfield","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/ud-levante/startseite/verein/3368/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3368.png?lm=1408655062","Levante","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€3.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/162056/transfer_id/2535593",""
