"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","inline-table","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href","inline-table src","flaggenrahmen src 3"
"189","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Guilherme Arana","https://www.transfermarkt.us/guilherme-arana/profil/spieler/346766","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/clube-atletico-mineiro/startseite/verein/330/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/330.png?lm=1411033853","Atlético-MG","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/346766/transfer_id/2778508","",""
"190","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Oleksandr Karavaev","https://www.transfermarkt.us/oleksandr-karavaev/profil/spieler/59322","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569","https://www.transfermarkt.us/dynamo-kiew/startseite/verein/338/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/338.png?lm=1442954715","Dynamo Kyiv","https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/UKR1/saison_id/2019","€2.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/59322/transfer_id/2527354","",""
"191","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Luca Itter","https://www.transfermarkt.us/luca-itter/profil/spieler/296378","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/sc-freiburg/startseite/verein/60/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/60.png?lm=1517249279","SC Freiburg","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€2.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/296378/transfer_id/2487061","",""
"192","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Agustín Rogel","https://www.transfermarkt.us/agustin-rogel/profil/spieler/456535","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","https://www.transfermarkt.us/fc-toulouse/startseite/verein/415/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/415.png?lm=1530117274","Toulouse","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€2.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/456535/transfer_id/2566739","","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"193","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Murilo","https://www.transfermarkt.us/murilo/profil/spieler/458710","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/lokomotiv-moskau/startseite/verein/932/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/932.png?lm=1486195738","Loko Moscow","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€2.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/458710/transfer_id/2512524","",""
"194","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Nicholas Rizzo","https://www.transfermarkt.us/nicholas-rizzo/profil/spieler/421869","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/genua-cfc/startseite/verein/252/saison_id/2019","","Genoa","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€2.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/421869/transfer_id/2538715","https://tmssl.akamaized.net/images/wappen/tiny/252_1655306568.png?lm=1655306568","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569"
"195","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Matteo Darmian","https://www.transfermarkt.us/matteo-darmian/profil/spieler/54906","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/parma-calcio-1913/startseite/verein/130/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/130.png?lm=1530945992","Parma","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€2.48m","https://www.transfermarkt.us/jumplist/transfers/spieler/54906/transfer_id/2630596","",""
"196","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jay Dasilva","https://www.transfermarkt.us/jay-dasilva/profil/spieler/258915","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/bristol-city/startseite/verein/698/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/698.png?lm=1571314125","Bristol City","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€2.40m","https://www.transfermarkt.us/jumplist/transfers/spieler/258915/transfer_id/2525937","","https://tmssl.akamaized.net/images/flagge/verysmall/191.png?lm=1520611569"
"197","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Hamdan Al-Shammrani","https://www.transfermarkt.us/hamdan-al-shammrani/profil/spieler/505496","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/146.png?lm=1520611569","https://www.transfermarkt.us/al-ittihad-dschidda/startseite/verein/8023/saison_id/2019","","Al-Ittihad Club","https://tmssl.akamaized.net/images/flagge/verysmall/146.png?lm=1520611569","Saudi Pro League","https://www.transfermarkt.us/saudi-professional-league/transfers/wettbewerb/SA1/saison_id/2019","€2.40m","https://www.transfermarkt.us/jumplist/transfers/spieler/505496/transfer_id/2473894","https://tmssl.akamaized.net/images/wappen/tiny/8023_1468945558.png?lm=1468945559",""
"198","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Abner","https://www.transfermarkt.us/abner/profil/spieler/646402","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/club-athletico-paranaense/startseite/verein/679/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/679.png?lm=1548711363","Athletico-PR","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","€2.40m","https://www.transfermarkt.us/jumplist/transfers/spieler/646402/transfer_id/2565858","",""
"199","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Edoardo Masciangelo","https://www.transfermarkt.us/edoardo-masciangelo/profil/spieler/286293","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/delfino-pescara-1936/startseite/verein/2921/saison_id/2019","","Pescara","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie B","https://www.transfermarkt.us/serie-b/transfers/wettbewerb/IT2/saison_id/2019","€2.34m","https://www.transfermarkt.us/jumplist/transfers/spieler/286293/transfer_id/2771569","https://tmssl.akamaized.net/images/wappen/tiny/2921_1661962562.png?lm=1661962562",""
"200","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Sebastián Cáceres","https://www.transfermarkt.us/sebastian-caceres/profil/spieler/532389","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","https://www.transfermarkt.us/cf-america/startseite/verein/3631/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3631.png?lm=1403472558","América","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€2.30m","https://www.transfermarkt.us/jumplist/transfers/spieler/532389/transfer_id/2761179","",""
"201","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jeremy Toljan","https://www.transfermarkt.us/jeremy-toljan/profil/spieler/129674","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/us-sassuolo/startseite/verein/6574/saison_id/2019","","Sassuolo","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/129674/transfer_id/2550230","https://tmssl.akamaized.net/images/wappen/tiny/6574_1595414063.png?lm=1595414011","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569"
"202","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marco Varnier","https://www.transfermarkt.us/marco-varnier/profil/spieler/362981","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/atalanta-bergamo/startseite/verein/800/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/800.png?lm=1438547428","Atalanta BC","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€2.25m","https://www.transfermarkt.us/jumplist/transfers/spieler/362981/transfer_id/2156382","",""
"203","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Liam Lindsay","https://www.transfermarkt.us/liam-lindsay/profil/spieler/228912","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569","https://www.transfermarkt.us/stoke-city/startseite/verein/512/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/512.png?lm=1472243727","Stoke City","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€2.25m","https://www.transfermarkt.us/jumplist/transfers/spieler/228912/transfer_id/2523318","",""
"204","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Nicolás Figal","https://www.transfermarkt.us/nicolas-figal/profil/spieler/334055","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/inter-miami-cf/startseite/verein/69261/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/69261.png?lm=1573561237","Miami","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","MLS","https://www.transfermarkt.us/major-league-soccer/transfers/wettbewerb/MLS1/saison_id/2019","€2.22m","https://www.transfermarkt.us/jumplist/transfers/spieler/334055/transfer_id/2779661","",""
"205","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Carl Jenkinson","https://www.transfermarkt.us/carl-jenkinson/profil/spieler/126321","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/nottingham-forest/startseite/verein/703/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/703.png?lm=1598890289","Nottm Forest","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€2.20m","https://www.transfermarkt.us/jumplist/transfers/spieler/126321/transfer_id/2594486","","https://tmssl.akamaized.net/images/flagge/verysmall/49.png?lm=1520611569"
"206","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Antonee Robinson","https://www.transfermarkt.us/antonee-robinson/profil/spieler/349701","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","https://www.transfermarkt.us/wigan-athletic/startseite/verein/1071/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1071.png?lm=1407653830","Wigan","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€2.20m","https://www.transfermarkt.us/jumplist/transfers/spieler/349701/transfer_id/2558152","","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569"
"207","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Matteo Lovato","https://www.transfermarkt.us/matteo-lovato/profil/spieler/459655","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/hellas-verona/startseite/verein/276/saison_id/2019","","Hellas Verona","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€2.20m","https://www.transfermarkt.us/jumplist/transfers/spieler/459655/transfer_id/2780684","https://tmssl.akamaized.net/images/wappen/tiny/276_1595576872.png?lm=1595576818",""
"208","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Anfernee Dijksteel","https://www.transfermarkt.us/anfernee-dijksteel/profil/spieler/428302","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/161.png?lm=1520611569","https://www.transfermarkt.us/fc-middlesbrough/startseite/verein/641/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/641.png?lm=1443702192","Middlesbrough","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€2.20m","https://www.transfermarkt.us/jumplist/transfers/spieler/428302/transfer_id/2594367","","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569"
"209","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Amir Rrahmani","https://www.transfermarkt.us/amir-rrahmani/profil/spieler/257732","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/244.png?lm=1520611569","https://www.transfermarkt.us/hellas-verona/startseite/verein/276/saison_id/2019","","Hellas Verona","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€2.10m","https://www.transfermarkt.us/jumplist/transfers/spieler/257732/transfer_id/2526916","https://tmssl.akamaized.net/images/wappen/tiny/276_1595576872.png?lm=1595576818","https://tmssl.akamaized.net/images/flagge/verysmall/3.png?lm=1520611569"
"210","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gianluca Mancini","https://www.transfermarkt.us/gianluca-mancini/profil/spieler/256448","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/as-rom/startseite/verein/12/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/12.png?lm=1533302889","AS Roma","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/256448/transfer_id/2562101","",""
"211","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Danny Rose","https://www.transfermarkt.us/danny-rose/profil/spieler/50174","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/newcastle-united/startseite/verein/762/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/762.png?lm=1472921161","Newcastle","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/50174/transfer_id/2779461","","https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569"
"212","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Angeliño","https://www.transfermarkt.us/angelino/profil/spieler/277179","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/rasenballsport-leipzig/startseite/verein/23826/saison_id/2019","","RB Leipzig","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/277179/transfer_id/2781101","https://tmssl.akamaized.net/images/wappen/tiny/23826_1594040076.png?lm=1594040033",""
"213","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Pol Lirola","https://www.transfermarkt.us/pol-lirola/profil/spieler/298975","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/ac-florenz/startseite/verein/430/saison_id/2019","","Fiorentina","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/298975/transfer_id/2585220","https://tmssl.akamaized.net/images/wappen/tiny/430_1655114235.png?lm=1655114235",""
"214","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marc Cucurella","https://www.transfermarkt.us/marc-cucurella/profil/spieler/284857","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/sd-eibar/startseite/verein/1533/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1533.png?lm=1601985991","SD Eibar","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/284857/transfer_id/2486738","",""
"215","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marius Wolf","https://www.transfermarkt.us/marius-wolf/profil/spieler/193900","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/hertha-bsc/startseite/verein/44/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/44.png?lm=1656580875","Hertha BSC","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/193900/transfer_id/2631159","",""
"216","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Sergi Palencia","https://www.transfermarkt.us/sergi-palencia/profil/spieler/268176","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/as-saint-etienne/startseite/verein/618/saison_id/2019","","Saint-Étienne","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/268176/transfer_id/2540448","https://tmssl.akamaized.net/images/wappen/tiny/618_1656350276.png?lm=1656350278",""
"217","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Zanka","https://www.transfermarkt.us/zanka/profil/spieler/52059","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569","https://www.transfermarkt.us/fenerbahce-istanbul/startseite/verein/36/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/36.png?lm=1406739123","Fenerbahce","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","Süper Lig","https://www.transfermarkt.us/super-lig/transfers/wettbewerb/TR1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/52059/transfer_id/2600575","",""
"218","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Reece Oxford","https://www.transfermarkt.us/reece-oxford/profil/spieler/314295","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/fc-augsburg/startseite/verein/167/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/167.png?lm=1656582897","FC Augsburg","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/314295/transfer_id/2586647","","https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569"
"219","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Fabrizio Angileri","https://www.transfermarkt.us/fabrizio-angileri/profil/spieler/268506","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/club-atletico-river-plate/startseite/verein/209/saison_id/2019","","River Plate","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","Superliga","https://www.transfermarkt.us/superliga/transfers/wettbewerb/AR1N/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/268506/transfer_id/2539684","https://tmssl.akamaized.net/images/wappen/tiny/15108_1672923846.png?lm=1672923847","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"220","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Bruno Ecuele Manga","https://www.transfermarkt.us/bruno-ecuele-manga/profil/spieler/60990","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/51.png?lm=1520611569","https://www.transfermarkt.us/dijon-fco/startseite/verein/2969/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2969.png?lm=1408780404","Dijon","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/60990/transfer_id/2565275","","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
"221","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jorge Sáenz","https://www.transfermarkt.us/jorge-saenz/profil/spieler/340339","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/fc-valencia/startseite/verein/1049/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1049.png?lm=1406966320","Valencia","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/340339/transfer_id/2414140","",""
"222","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gen Shoji","https://www.transfermarkt.us/gen-shoji/profil/spieler/164277","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/77.png?lm=1520611569","https://www.transfermarkt.us/gamba-osaka/startseite/verein/596/saison_id/2019","","Gamba Osaka","https://tmssl.akamaized.net/images/flagge/verysmall/77.png?lm=1520611569","J1 League","https://www.transfermarkt.us/j1-league/transfers/wettbewerb/JAP1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/164277/transfer_id/2785377","https://tmssl.akamaized.net/images/wappen/tiny/596_1633185510.png?lm=1633185510",""
"223","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Olivier Boscagli","https://www.transfermarkt.us/olivier-boscagli/profil/spieler/318508","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/psv-eindhoven/startseite/verein/383/saison_id/2019","","PSV Eindhoven","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","Eredivisie","https://www.transfermarkt.us/eredivisie/transfers/wettbewerb/NL1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/318508/transfer_id/2562163","https://tmssl.akamaized.net/images/wappen/tiny/383_1611477043.png?lm=1611477043","https://tmssl.akamaized.net/images/flagge/verysmall/113.png?lm=1520611569"
"224","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Daniel Carriço","https://www.transfermarkt.us/daniel-carrico/profil/spieler/37712","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/wuhan-fc/startseite/verein/6450/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/6450.png?lm=1618561221","WH Zall","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","Super League","https://www.transfermarkt.us/chinese-super-league/transfers/wettbewerb/CSL/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/37712/transfer_id/2806912","",""
